"","PlayerId","seasonYear","GameId","Date","Team","Name","Position","Starter","Min","Fg.Made","Fg.Attempted","Three.Made","Three.Attempted","FT.Made","FT.Attempted","Offensive.Rebound","Defensive.Rebound","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Plus.Minus","Points","bookmaker","id","cumMinInSeason","cumGamesPlayedInSeason","averageMinutesInSeason","lastGameMin","FirstDate","firstGame","LastDate"
"34434",4576085,"2025",401704723,20241104,"BOS","J. Davison","SG",0,6,1,3,0,1,1,2,0,0,0,0,1,0,1,0,-7,3,"","401704723_4576085",15,3,5,6,20241024,0,20241104
"34477",4576086,"2025",401704792,20241113,"POR","B. McGowens","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704792_4576086",NA,NA,-1,-1,20241113,1,20241113
"34570",4576087,"2025",401704804,20241117,"DEN","P. Watson","F",1,28,3,7,1,2,0,0,1,4,5,2,1,1,0,0,-10,7,"","401704804_4576087",291,12,24.25,28,20241024,0,20241117
"34649",4578893,"2025",401704805,20241117,"ATL","V. Krejci","G",0,21,3,5,2,3,0,0,1,1,2,3,1,1,1,3,-5,8,"","401704805_4578893",77,5,15.4,21,20241023,0,20241117
"34665",4585610,"2024",401585826,20240414,"UTAH","K. Lofton Jr.","F",0,16,3,5,1,2,0,0,0,1,1,6,0,1,1,1,-4,7,"","401585826_4585610",197,20,9.85,16,20231025,0,20240414
"34695",4590530,"2024",401585568,20240312,"WSH","R.J. Hampton","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585568_4590530",NA,NA,9.5,2,20231025,0,20240312
"34745",4591725,"2025",401703374,20241112,"MIL","R. Rollins","G",1,22,4,12,4,7,0,0,1,4,5,3,5,0,2,2,10,12,"","401703374_4591725",68,9,7.55555555555556,22,20241023,0,20241112
"34830",4592187,"2025",401704810,20241118,"DET","W. Moore Jr.","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704810_4592187",NA,NA,14.1666666666667,24,20241023,0,20241118
"34863",4592216,"2025",401704789,20241113,"DET","A. Williams","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704789_4592216",NA,NA,-1,-1,20241023,0,20241113
"34866",4592401,"2025",401704660,20241026,"HOU","N. Dante","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704660_4592401",NA,NA,-1,-1,20241023,0,20241026
"34870",4592402,"2025",401704810,20241118,"CHI","C. Duarte","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704810_4592402",NA,NA,4.83333333333333,12,20241023,0,20241118
"34966",4592427,"2025",401704774,20241110,"DEN","S. Jones","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704774_4592427",NA,NA,2,-1,20241102,0,20241110
"34967",4592435,"2025",401704808,20241117,"OKC","B. Carlson","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704808_4592435",NA,NA,-1,-1,20241117,1,20241117
"35011",4592461,"2025",401704812,20241118,"NY","J. Toppin","F",0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-5,0,"","401704812_4592461",13,4,3.25,3,20241022,0,20241118
"35062",4592479,"2025",401704798,20241116,"SA","J. Champagnie","F",1,25,3,10,3,8,4,5,1,1,2,0,0,2,1,2,-14,13,"","401704798_4592479",394,14,28.1428571428571,25,20241024,0,20241116
"35115",4592492,"2025",401704817,20241118,"LAC","B. Hyland","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704817_4592492",NA,NA,5,8,20241023,0,20241118
"35217",4592686,"2025",401704797,20241116,"NO","A. Reeves","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704797_4592686",NA,NA,6.42857142857143,8,20241023,0,20241116
"35278",4592691,"2025",401704804,20241117,"MEM","J. LaRavia","F",0,20,2,3,1,1,2,2,0,2,2,4,1,1,1,0,12,7,"","401704804_4592691",346,14,24.7142857142857,20,20241023,0,20241117
"35297",4592699,"2025",401704813,20241118,"IND","E. Freeman","F",1,19,1,4,1,2,0,0,1,3,4,1,1,0,1,3,-18,3,"","401704813_4592699",69,7,9.85714285714286,19,20241023,0,20241118
"35311",4592714,"2025",401703388,20241115,"GS","P. Spencer","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401703388_4592714",NA,NA,1.66666666666667,1,20241029,0,20241115
"35333",4592829,"2025",401704813,20241118,"IND","Q. Jackson","G",0,19,4,7,1,3,0,0,0,1,1,3,1,1,0,3,5,9,"","401704813_4592829",71,6,11.8333333333333,19,20241023,0,20241118
"35345",4592933,"2024",401585817,20240414,"TOR","M. Gueye","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585817_4592933",NA,NA,10.7272727272727,23,20240212,0,20240414
"35346",4592965,"2025",401704813,20241118,"IND","T. Newton","G",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,"","401704813_4592965",1,1,1,-1,20241118,1,20241118
"35347",4593016,"2025",401704817,20241118,"GS","Q. Post","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704817_4593016",NA,NA,-1,-1,20241118,1,20241118
"35384",4593041,"2025",401704816,20241118,"ATL","D. Roddy","F",0,7,2,2,1,1,0,0,0,0,0,0,0,0,1,0,-2,5,"","401704816_4593041",194,11,17.6363636363636,7,20241023,0,20241118
"35466",4593049,"2025",401704816,20241118,"SAC","O. Robinson","C",0,7,0,0,0,0,1,2,0,3,3,1,1,0,2,1,-11,1,"","401704816_4593049",19,2,9.5,7,20241116,0,20241118
"35560",4593125,"2025",401704804,20241117,"MEM","S. Aldama","PF",0,20,3,6,0,3,0,0,0,2,2,2,2,1,1,0,1,6,"","401704804_4593125",395,14,28.2142857142857,20,20241023,0,20241117
"35703",4593803,"2025",401704808,20241117,"OKC","Jal. Williams","F",1,35,11,17,3,6,2,2,2,3,5,5,1,1,1,5,-2,27,"","401704808_4593803",451,14,32.2142857142857,35,20241024,0,20241117
"35717",4593841,"2025",401703370,20241112,"BOS","B. Scheierman","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401703370_4593841",NA,NA,6,8,20241022,0,20241112
"35756",4594268,"2025",401704800,20241117,"MIN","A. Edwards","SG",1,39,9,14,3,7,3,3,0,4,4,6,1,0,2,2,-6,24,"","401704800_4594268",519,14,37.0714285714286,39,20241022,0,20241117
"35909",4594326,"2025",401704805,20241117,"POR","K. Murray","F",0,8,2,5,2,5,0,2,0,2,2,0,0,1,1,0,8,6,"","401704805_4594326",175,13,13.4615384615385,8,20241023,0,20241117
"35978",4594327,"2025",401704816,20241118,"SAC","K. Murray","SF",1,22,3,9,1,3,0,0,1,6,7,1,2,0,4,6,-20,7,"","401704816_4594327",550,15,36.6666666666667,22,20241024,0,20241118
"36064",4595400,"2025",401704808,20241117,"DAL","O. Prosper","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704808_4595400",NA,NA,6.375,7,20241024,0,20241117
"36104",4597865,"2024",401585749,20240405,"DET","T. Evbuomwan","F",1,24,3,5,0,1,2,3,1,1,2,3,1,1,1,1,-4,8,"","401585749_4597865",367,17,21.5882352941176,24,20240201,0,20240405
"36127",4598307,"2024",401585329,20240203,"NY","D. Skapintsev","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585329_4598307",NA,NA,1,1,20231223,0,20240203
"36142",4600663,"2025",401704804,20241117,"MEM","Z. Edey","C",0,14,3,7,0,1,1,2,3,4,7,2,1,2,1,2,4,7,"","401704804_4600663",282,14,20.1428571428571,14,20241023,0,20241117
"36145",4601023,"2025",401704815,20241118,"PHX","O. Ighodaro","C",1,32,6,8,0,0,0,1,3,4,7,2,2,0,1,1,-8,12,"","401704815_4601023",161,10,16.1,32,20241023,0,20241118
"36172",4601025,"2025",401704811,20241118,"MIA","P. Larsson","G",0,8,2,3,0,0,0,0,0,0,0,0,0,0,0,1,-23,4,"","401704811_4601025",104,8,13,8,20241023,0,20241118
"36176",4610139,"2025",401704734,20241104,"SA","J. Sochan","F",1,12,2,3,0,1,0,0,1,2,3,1,1,0,2,2,14,4,"","401704734_4610139",205,7,29.2857142857143,12,20241024,0,20241104
"36306",4683018,"2024",401585815,20240414,"CHA","A. Pokusevski","F",0,19,3,7,1,3,1,2,0,5,5,3,1,0,3,2,4,8,"","401585815_4683018",410,28,14.6428571428571,19,20231025,0,20240414
"36360",4683021,"2025",401704805,20241117,"POR","D. Avdija","SF",0,25,4,8,2,4,2,2,3,5,8,4,2,1,1,1,1,12,"","401704805_4683021",347,14,24.7857142857143,25,20241023,0,20241117
"36435",4683024,"2024",401585360,20240207,"DET","K. Hayes","PG",1,28,3,7,2,4,0,0,0,4,4,9,0,0,1,2,-1,8,"","401585360_4683024",1008,42,24,28,20231025,0,20240207
"36480",4683027,"2024",401585506,20240303,"PHX","T. Maledon","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585506_4683027",NA,NA,12.5882352941176,1,20231025,0,20240303
"36547",4683634,"2025",401704813,20241118,"IND","B. Mathurin","SG",1,32,10,16,4,6,4,6,3,2,5,2,1,1,4,3,-14,28,"","401704813_4683634",438,14,31.2857142857143,32,20241023,0,20241118
"36636",4683678,"2025",401704805,20241117,"POR","S. Henderson","G",1,30,3,11,0,4,0,0,1,0,1,10,1,1,4,3,-10,6,"","401704805_4683678",362,14,25.8571428571429,30,20241023,0,20241117
"36687",4683686,"2025",401704802,20241117,"CHA","N. Smith Jr.","G",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,"","401704802_4683686",23,5,4.6,2,20241023,0,20241117
"36767",4683688,"2025",401704808,20241117,"DAL","D. Lively II","C",1,26,3,5,0,0,0,1,1,4,5,3,0,2,1,3,12,6,"","401704808_4683688",225,10,22.5,26,20241024,0,20241117
"36851",4683689,"2025",401704796,20241116,"BOS","J. Walsh","G",0,8,1,2,1,2,0,0,1,1,2,1,0,0,0,2,2,3,"","401704796_4683689",108,12,9,8,20241022,0,20241116
"36919",4683692,"2025",401704808,20241117,"OKC","C. Wallace","G",0,25,2,8,0,5,0,0,0,2,2,1,2,0,0,2,-10,4,"","401704808_4683692",352,14,25.1428571428571,25,20241024,0,20241117
"36976",4683736,"2025",401704816,20241118,"ATL","K. Bufkin","G",0,12,1,7,1,5,2,2,0,1,1,0,0,0,0,3,-14,5,"","401704816_4683736",12,1,12,12,20241030,0,20241118
"37018",4683747,"2025",401704802,20241117,"CLE","J. Tyson","F",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","401704802_4683747",26,6,4.33333333333333,2,20241023,0,20241117
"37045",4683749,"2025",401704815,20241118,"PHX","T. Washington Jr.","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704815_4683749",NA,NA,11.5,7,20241113,0,20241118
"37107",4683750,"2025",401703386,20241115,"NO","J. Hawkins","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401703386_4683750",NA,NA,30.375,19,20241023,0,20241115
"37157",4683766,"2025",401704809,20241117,"UTAH","I. Collier","G",0,26,2,4,0,1,0,0,0,3,3,8,2,0,3,2,11,4,"","401704809_4683766",107,6,17.8333333333333,26,20241107,0,20241117
"37171",4683771,"2025",401704810,20241118,"DET","R. Holland II","F",0,9,1,2,0,0,0,0,1,3,4,1,1,0,0,1,1,2,"","401704810_4683771",247,16,15.4375,9,20241023,0,20241118
"37186",4683774,"2025",401704797,20241116,"LAL","B. James","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704797_4683774",NA,NA,3.2,2,20241022,0,20241116
"37199",4683778,"2025",401704811,20241118,"PHI","J. McCain","G",1,37,8,16,4,9,0,0,0,4,4,4,2,0,2,3,-18,20,"","401704811_4683778",277,13,21.3076923076923,37,20241023,0,20241118
"37207",4683834,"2025",401704735,20241106,"CHA","K. Simpson","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704735_4683834",NA,NA,7,7,20241023,0,20241106
"37217",4683935,"2025",401704798,20241116,"SA","B. Wesley","G",0,18,2,5,0,2,2,2,1,0,1,1,0,0,1,0,4,6,"","401704798_4683935",152,13,11.6923076923077,18,20241024,0,20241116
"37315",4683940,"2024",401655110,20240502,"PHI","T. Smith","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401655110_4683940",NA,NA,5.6,6,20240106,0,20240502
"37332",4684272,"2025",401704746,20241106,"TOR","J. Walter","G",0,8,1,3,0,1,0,0,0,1,1,0,0,0,0,0,8,2,"","401704746_4684272",49,4,12.25,8,20241101,0,20241106
"37337",4684275,"2025",401704800,20241117,"MIN","R. Dillingham","G",0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,-5,0,"","401704800_4684275",37,7,5.28571428571429,6,20241022,0,20241117
"37421",4684286,"2025",401704797,20241116,"LAL","M. Lewis","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704797_4684286",NA,NA,1.5,2,20241022,0,20241116
"37437",4684740,"2025",401704814,20241118,"HOU","A. Thompson","F",0,29,4,5,0,0,2,3,3,4,7,2,1,1,1,0,-5,10,"","401704814_4684740",379,15,25.2666666666667,29,20241023,0,20241118
"37517",4684742,"2024",401585574,20240313,"DET","A. Thompson","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585574_4684742",NA,NA,25.1587301587302,11,20231025,0,20240313
"37578",4684793,"2025",401704809,20241117,"UTAH","K. Filipowski","F",1,24,5,10,0,4,3,4,1,1,2,4,0,0,0,1,-17,13,"","401704809_4684793",223,12,18.5833333333333,24,20241023,0,20241117
"37624",4684806,"2025",401704676,20241028,"UTAH","T. Hendricks","F",1,21,0,5,0,3,2,2,2,1,3,2,1,1,1,2,-4,2,"","401704676_4684806",75,3,25,21,20241023,0,20241028
"37695",4687718,"2025",401704800,20241117,"MIN","J. Minott","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704800_4687718",NA,NA,7,4,20241022,0,20241117
"37729",4701225,"2025",401704804,20241117,"DEN","P. Hall","C",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704804_4701225",1,1,1,1,20241115,0,20241117
"37742",4701230,"2025",401704816,20241118,"ATL","J. Johnson","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704816_4701230",NA,NA,36.5714285714286,37,20241023,0,20241118
"37809",4701232,"2024",401616470,20231208,"CHA","M. Williams","C",1,20,2,4,0,0,0,0,2,1,3,1,1,2,1,2,5,4,"","401616470_4701232",508,19,26.7368421052632,20,20231025,0,20231208
"37861",4701233,"2025",401704802,20241117,"CLE","C. Porter Jr.","G",0,21,2,4,1,2,2,2,1,3,4,2,2,0,1,2,-1,7,"","401704802_4701233",69,10,6.9,21,20241023,0,20241117
"37959",4701234,"2025",401704811,20241118,"PHI","R. Council IV","G",0,9,2,3,0,1,0,0,0,1,1,0,0,0,1,0,-3,4,"","401704811_4701234",75,10,7.5,9,20241023,0,20241118
"38000",4702023,"2025",401704785,20241113,"CHI","A. Sanogo","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704785_4702023",NA,NA,7,5,20241025,0,20241113
"38005",4702159,"2025",401704808,20241117,"OKC","D. Jones","F",0,16,5,6,2,3,0,0,1,1,2,3,0,0,0,1,-4,12,"","401704808_4702159",100,13,7.69230769230769,16,20241024,0,20241117
"38015",4702176,"2024",401585656,20240324,"LAC","J. Primo","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585656_4702176",NA,NA,5,5,20231101,0,20240324
"38024",4702177,"2025",401704816,20241118,"SAC","K. Ellis","G",0,33,9,17,9,15,6,7,2,4,6,1,1,1,1,1,15,33,"","401704816_4702177",302,14,21.5714285714286,33,20241024,0,20241118
"38192",4702233,"2025",401704802,20241117,"CLE","J. Thor","F",0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,"","401704802_4702233",2,1,2,2,20241102,0,20241117
"38221",4702382,"2025",401704815,20241118,"ORL","T. da Silva","F",1,26,1,5,1,3,0,0,1,4,5,6,0,0,0,1,9,3,"","401704815_4702382",269,11,24.4545454545455,26,20241023,0,20241118
"38229",4702702,"2024",401585119,20240105,"LAL","D. Hodge","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585119_4702702",NA,NA,5.71428571428571,8,20231026,0,20240105
"38237",4708972,"2025",401704756,20241108,"DAL","J. Gortman","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704756_4708972",NA,NA,2.5,4,20241024,0,20241108
"38313",4709138,"2025",401704817,20241118,"GS","B. Podziemski","G",0,16,0,4,0,2,1,3,2,3,5,2,1,0,1,1,2,1,"","401704817_4709138",301,12,25.0833333333333,16,20241023,0,20241118
"38347",4711272,"2025",401704814,20241118,"HOU","R. Sheppard","G",0,5,0,3,0,1,0,0,1,0,1,0,0,0,1,0,-7,0,"","401704814_4711272",178,15,11.8666666666667,5,20241023,0,20241118
"38362",4711294,"2025",401704810,20241118,"CHI","M. Buzelis","F",0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-3,0,"","401704810_4711294",119,14,8.5,2,20241023,0,20241118
"38366",4711297,"2025",401704786,20241113,"PHI","J. Edwards","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704786_4711297",NA,NA,-1,-1,20241023,0,20241113
"38462",4712849,"2025",401704815,20241118,"ORL","A. Black","G",0,33,5,10,3,5,7,8,0,4,4,9,3,0,3,1,13,20,"","401704815_4712849",374,15,24.9333333333333,33,20241023,0,20241118
"38484",4712863,"2025",401703381,20241115,"ATL","M. Gueye","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401703381_4712863",NA,NA,5.5,8,20241023,0,20241115
"38496",4712896,"2025",401704806,20241117,"BKN","N. Clowney","F",0,17,5,7,2,4,1,3,0,2,2,1,0,0,1,4,-13,13,"","401704806_4712896",196,12,16.3333333333333,17,20241023,0,20241117
"38542",4845363,"2025",401704817,20241118,"LAC","C. Christie","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704817_4845363",NA,NA,-1,-1,20241023,0,20241118
"38543",4845367,"2025",401704798,20241116,"SA","S. Castle","G",1,28,4,11,2,4,2,2,3,1,4,3,2,0,2,1,-19,12,"","401704798_4845367",343,14,24.5,28,20241024,0,20241116
"38569",4845374,"2025",401704812,20241118,"WSH","C. Carrington","G",1,32,7,16,4,8,0,0,0,4,4,2,0,0,2,3,-22,18,"","401704812_4845374",394,13,30.3076923076923,32,20241024,0,20241118
"38601",4868423,"2025",401704808,20241117,"DAL","J. Hardy","G",0,24,6,9,0,1,1,1,0,3,3,1,1,0,2,3,6,13,"","401704808_4868423",181,13,13.9230769230769,24,20241024,0,20241117
"38757",4869342,"2025",401704816,20241118,"ATL","D. Daniels","G",1,39,6,14,2,5,0,0,1,7,8,4,0,4,2,3,-1,14,"","401704816_4869342",441,13,33.9230769230769,39,20241023,0,20241118
"38808",4870562,"2025",401703370,20241112,"ATL","D. Barlow","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401703370_4870562",NA,NA,5,8,20241103,0,20241112
"38826",4871137,"2024",401585369,20240208,"DET","M. Cazalon","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585369_4871137",NA,NA,3,3,20231025,0,20240208
"38852",4871140,"2024",401585828,20240414,"POR","I. Badji","C",0,10,1,2,0,0,0,0,0,0,0,0,1,0,1,2,4,2,"","401585828_4871140",226,22,10.2727272727273,10,20231206,0,20240414
"38882",4871141,"2025",401704812,20241118,"NY","A. Hukporti","C",0,6,1,1,0,0,0,0,0,1,1,0,0,0,1,2,-15,2,"","401704812_4871141",68,7,9.71428571428571,6,20241022,0,20241118
"38894",4871143,"2024",401654656,20240416,"GS","U. Garuba","PF",0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,"","401654656_4871143",20,7,2.85714285714286,2,20231103,0,20240416
"38900",4871144,"2025",401704814,20241118,"HOU","A. Sengun","C",1,39,8,21,0,2,2,3,4,3,7,5,2,0,4,4,11,18,"","401704814_4871144",443,15,29.5333333333333,39,20241023,0,20241118
"39017",4871145,"2025",401704810,20241118,"CHI","J. Giddey","SG",1,29,5,10,1,4,0,0,2,6,8,10,0,0,4,3,13,11,"","401704810_4871145",409,15,27.2666666666667,29,20241023,0,20241118
"39084",4888725,"2025",401704815,20241118,"PHX","R. Dunn","F",1,21,2,8,1,4,0,0,4,2,6,1,0,0,1,2,-2,5,"","401704815_4888725",259,14,18.5,21,20241023,0,20241118
"39096",4895758,"2025",401704809,20241117,"UTAH","C. Williams","F",0,20,3,5,2,3,0,0,2,2,4,1,1,1,0,1,-19,8,"","401704809_4895758",267,13,20.5384615384615,20,20241023,0,20241117
"39113",4896481,"2024",401672978,20240526,"DAL","A. Fudge","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401672978_4896481",NA,NA,6.66666666666667,19,20231101,0,20240526
"39132",4897449,"2025",401704808,20241117,"OKC","M. Leons","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704808_4897449",NA,NA,3.33333333333333,4,20241101,0,20241117
"39145",4897943,"2025",401704797,20241116,"LAL","D. Knecht","G",1,37,10,17,5,10,2,2,2,5,7,2,2,0,0,1,11,27,"","401704797_4897943",262,13,20.1538461538462,37,20241022,0,20241116
"39148",4900671,"2025",401704808,20241117,"OKC","A. Mitchell","G",0,19,1,5,0,2,1,2,0,1,1,2,1,0,0,3,-3,3,"","401704808_4900671",225,14,16.0714285714286,19,20241024,0,20241117
"39177",4914336,"2025",401704805,20241117,"POR","S. Sharpe","SG",1,32,11,21,3,8,7,12,0,2,2,5,3,0,3,3,8,32,"","401704805_4914336",161,6,26.8333333333333,32,20241023,0,20241117
"39260",4997526,"2025",401704808,20241117,"OKC","O. Dieng","F",0,2,0,1,0,1,0,0,1,0,1,1,0,0,0,1,-5,0,"","401704808_4997526",171,14,12.2142857142857,2,20241024,0,20241117
"39359",4997528,"2025",401704811,20241118,"MIA","N. Jovic","F",0,8,1,3,0,1,1,2,0,3,3,1,1,0,0,0,-2,3,"","401704811_4997528",250,13,19.2307692307692,8,20241023,0,20241118
"39431",4997536,"2025",401704817,20241118,"GS","G. Santos","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704817_4997536",NA,NA,4,5,20241023,0,20241118
"39444",4997537,"2024",401585814,20240414,"WSH","T. Vukcevic","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585814_4997537",NA,NA,15.2,22,20240323,0,20240414
"39450",4997538,"2025",401704730,20241104,"NO","K. Matkovic","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704730_4997538",NA,NA,2.5,4,20241023,0,20241104
"39455",4997539,"2025",401704802,20241117,"CLE","L. Travers","G",0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,"","401704802_4997539",9,3,3,2,20241101,0,20241117
"39499",5044385,"2025",401704659,20241026,"MIN","L. Miller","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704659_5044385",NA,NA,-1,-1,20241022,0,20241026
"39524",5061589,"2025",401704797,20241116,"NO","Y. Missi","C",1,29,3,5,0,0,2,4,4,3,7,3,2,0,3,3,-2,8,"","401704797_5061589",331,14,23.6428571428571,29,20241023,0,20241116
"39534",5081727,"2025",401704798,20241116,"SA","S. Cissoko","G",0,6,0,1,0,0,0,2,1,1,2,0,0,0,0,1,3,0,"","401704798_5081727",19,5,3.8,6,20241024,0,20241116
"39562",5090967,"2024",401585604,20240317,"MIL","J. Galloway","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585604_5090967",NA,NA,-1,-1,20240304,0,20240317
"39583",5099752,"2025",401704805,20241117,"POR","R. Rupert","G",0,10,1,3,1,2,0,0,2,1,3,0,0,0,1,1,12,3,"","401704805_5099752",141,13,10.8461538461538,10,20241023,0,20241117
"39666",5104155,"2025",401704803,20241117,"WSH","B. Coulibaly","SG",1,26,6,9,1,2,2,3,1,3,4,0,3,0,2,2,-17,15,"","401704803_5104155",414,12,34.5,26,20241024,0,20241117
"39717",5104156,"2025",401704797,20241116,"LAL","A. Traore","F",0,4,0,1,0,1,0,0,0,1,1,0,0,0,0,1,-2,0,"","401704797_5104156",4,1,4,4,20241025,0,20241116
"39794",5104157,"2025",401703384,20241115,"SA","V. Wembanyama","C",1,34,12,25,4,13,0,0,5,9,14,5,1,2,5,2,-1,28,"","401703384_5104157",409,13,31.4615384615385,34,20241024,0,20241115
"39824",5105550,"2024",401585821,20240414,"MEM","GG Jackson","F",1,44,17,36,4,13,6,7,6,6,12,1,2,1,3,1,-13,44,"","401585821_5105550",1233,48,25.6875,44,20231025,0,20240414
"39908",5105553,"2025",401704810,20241118,"CHI","J. Phillips","F",0,15,1,2,0,0,3,4,0,4,4,1,0,0,1,2,7,5,"","401704810_5105553",209,15,13.9333333333333,15,20241023,0,20241118
"39938",5105565,"2025",401704805,20241117,"POR","D. Clingan","C",1,22,3,4,0,0,0,0,5,3,8,0,1,3,1,3,-20,6,"","401704805_5105565",228,14,16.2857142857143,22,20241023,0,20241117
"39983",5105592,"2025",401704807,20241117,"HOU","C. Whitmore","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704807_5105592",NA,NA,10.7142857142857,7,20241023,0,20241117
"40019",5105623,"2025",401704811,20241118,"MIA","K. Ware","C",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704811_5105623",47,8,5.875,1,20241023,0,20241118
"40043",5105637,"2025",401704811,20241118,"PHI","A. Bona","C",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704811_5105637",34,10,3.4,1,20241023,0,20241118
"40064",5105638,"2024",401585815,20240414,"CHA","A. Bailey","G",0,22,4,10,1,2,2,2,4,1,5,5,2,0,1,1,17,11,"","401585815_5105638",63,10,6.3,22,20231025,0,20240414
"40097",5105797,"2025",401704761,20241108,"LAL","J. Hood-Schifino","G",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,"","401704761_5105797",1,1,1,1,20241022,0,20241108
"40163",5105806,"2025",401704815,20241118,"ORL","J. Howard","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704815_5105806",NA,NA,8.64285714285714,1,20241023,0,20241118
"40222",5105839,"2025",401704809,20241117,"UTAH","B. Sensabaugh","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704809_5105839",NA,NA,12.5555555555556,10,20241023,0,20241117
"40292",5106060,"2025",401704813,20241118,"IND","J. Walker","F",1,25,2,7,2,6,0,0,0,4,4,2,1,0,2,0,-17,6,"","401704813_5106060",225,14,16.0714285714286,25,20241023,0,20241118
"40399",5106258,"2025",401704813,20241118,"TOR","G. Dick","G",1,35,4,9,3,6,4,4,0,4,4,3,0,0,4,5,18,15,"","401704813_5106258",498,15,33.2,35,20241023,0,20241118
"40429",5107199,"2025",401703380,20241115,"DET","D. Jenkins","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401703380_5107199",NA,NA,2.5,4,20241023,0,20241115
